image_id,video_id,label_studio_id,exist,colour,rotation,occlusion,synthetic,players,original,origid,shuttle_exist,gender,background_colour,test
1269,24,399,Yes,Red,No,No,No,2,No,418,Yes,Men,Grey,False
1277,24,400,No,Green,No,No,No,2,No,-1,No,Men,Blue,False
1278,24,401,Yes,Red,No,No,No,2,No,418,Yes,Men,Grey,False
1280,24,402,Yes,Red,No,No,No,2,No,418,No,Men,Grey,False
1281,24,403,Yes,Red,No,No,No,2,No,418,Yes,Men,Grey,False
1283,24,404,Yes,Red,No,No,No,2,No,418,Yes,Men,Grey,False
1284,24,405,Yes,Red,No,No,No,2,No,418,No,Men,Grey,False
1295,24,406,Yes,Red,No,No,No,2,No,418,Yes,Men,Grey,False
1301,24,407,Yes,Red,No,No,No,2,No,418,No,Men,Grey,False
1302,24,408,Yes,Red,No,No,No,2,No,418,Yes,Men,Grey,False
1305,24,409,Yes,Red,No,No,No,2,No,418,No,Men,Grey,False
1308,24,410,Yes,Red,No,No,No,2,No,418,No,Men,Grey,False
1309,24,411,Yes,Red,No,No,No,2,No,418,No,Men,Grey,False
1313,24,412,Yes,Red,No,No,No,2,No,418,Yes,Men,Grey,False
1316,24,413,Yes,Red,No,No,No,2,No,418,Yes,Men,Grey,False
1317,24,414,Yes,Red,No,No,No,2,No,418,No,Men,Grey,False
1318,24,415,Yes,Red,No,No,No,2,No,418,Yes,Men,Grey,False
1319,24,416,Yes,Red,No,No,No,2,No,418,No,Men,Grey,False
1320,24,417,Yes,Red,No,No,No,2,No,418,Yes,Men,Grey,False
1324,24,418,Yes,Red,No,No,No,2,Yes,418,No,Men,Grey,False
1332,25,419,Yes,Green,No,No,No,4,No,442,Yes,Women,Red,False
1336,25,420,Yes,Green,No,No,No,4,No,442,No,Women,Red,False
1338,25,421,Yes,Green,No,No,No,4,No,442,Yes,Women,Red,False
1342,25,422,Yes,Green,No,No,No,4,No,442,Yes,Women,Red,False
1347,25,423,Yes,Green,No,No,No,4,No,442,Yes,Women,Red,False
1348,25,424,Yes,Green,No,No,No,4,No,442,Yes,Women,Red,False
1349,25,425,Yes,Green,No,No,No,4,No,442,No,Women,Red,False
1350,25,426,Yes,Green,No,No,No,4,No,442,Yes,Women,Red,False
1352,25,427,Yes,Green,No,No,No,4,No,442,Yes,Women,Red,False
1356,25,428,Yes,Green,No,No,No,4,No,442,Yes,Women,Red,False
1360,25,429,Yes,Green,No,No,No,4,No,442,No,Women,Red,False
1362,25,430,Yes,Green,No,Yes,No,4,No,442,No,Women,Red,False
1364,25,431,Yes,Green,No,No,No,4,No,442,Yes,Women,Red,False
1367,25,432,Yes,Green,No,No,No,4,No,442,Yes,Women,Red,False
1368,25,433,Yes,Green,No,No,No,4,No,442,Yes,Women,Red,False
1371,25,434,Yes,Green,No,No,No,3,No,442,No,Women,Red,False
1374,25,435,Yes,Green,No,No,No,4,No,442,No,Women,Red,False
1376,25,436,Yes,Green,No,No,No,4,No,442,Yes,Women,Red,False
1378,25,437,Yes,Green,No,No,No,4,No,442,Yes,Men,Red,False
1382,25,438,Yes,Green,No,No,No,4,No,442,No,Women,Red,False
1384,25,439,Yes,Green,No,No,No,4,No,442,Yes,Women,Red,False
1387,25,440,Yes,Green,No,No,No,4,No,442,No,Women,Red,False
1390,25,441,Yes,Green,No,No,No,4,No,442,No,Women,Red,False
1391,25,442,Yes,Green,No,Yes,No,4,Yes,442,No,Women,Red,False
1413,26,443,Yes,Green,No,No,No,2,No,460,No,Men,Red,False
1415,26,444,Yes,Green,No,No,No,2,No,460,No,Men,Red,False
1417,26,445,Yes,Green,No,No,No,2,No,460,Yes,Men,Red,False
1418,26,446,Yes,Green,No,No,No,2,No,460,Yes,Men,Red,False
1419,26,447,Yes,Green,No,No,No,1,No,460,Yes,Men,Red,False
1420,26,448,Yes,Green,No,No,No,2,No,460,No,Men,Red,False
1426,26,449,Yes,Green,No,No,No,2,No,460,No,Men,Red,False
1427,26,450,Yes,Green,No,No,No,2,No,460,Yes,Men,Red,False
1430,26,451,Yes,Green,No,No,No,2,No,460,Yes,Men,Red,False
1435,26,452,Yes,Green,No,No,No,2,No,460,Yes,Men,Red,False
1436,26,453,Yes,Green,No,No,No,1,No,460,Yes,Men,Red,False
1437,26,454,Yes,Green,No,No,No,2,No,460,Yes,Men,Red,False
1439,26,455,Yes,Green,No,No,No,1,No,460,Yes,Men,Red,False
1442,26,456,Yes,Green,No,No,No,2,No,460,No,Men,Red,False
1445,26,457,Yes,Green,No,No,No,1,No,460,Yes,Men,Red,False
1447,26,458,Yes,Green,No,No,No,2,No,460,No,Men,Red,False
1449,26,459,Yes,Green,No,No,No,2,No,460,No,Men,Red,False
1450,26,460,Yes,Green,No,No,No,2,Yes,460,No,Men,Red,False
840,18,461,Yes,Green,No,No,No,4,No,479,No,Women,Pink,False
842,18,462,Yes,Green,No,No,No,4,No,479,No,Women,Pink,False
843,18,463,Yes,Green,No,Yes,No,4,No,479,No,Women,Pink,False
844,18,464,Yes,Green,No,No,No,4,No,479,No,Women,Pink,False
845,18,465,Yes,Green,No,No,No,4,No,479,No,Women,Pink,False
846,18,466,Yes,Green,No,No,No,4,No,479,No,Women,Pink,False
848,18,467,Yes,Green,No,No,No,4,No,479,Yes,Women,Pink,False
850,18,468,Yes,Green,No,No,No,4,No,479,No,Women,Pink,False
852,18,469,Yes,Green,No,No,No,4,No,479,Yes,Women,Pink,False
857,18,470,Yes,Green,No,Yes,No,4,No,479,No,Women,Pink,False
867,18,471,Yes,Green,No,No,No,4,No,479,No,Women,Pink,False
870,18,472,Yes,Green,No,No,No,4,No,479,Yes,Women,Pink,False
874,18,473,Yes,Green,No,No,No,4,No,479,No,Women,Pink,False
877,18,474,Yes,Green,No,No,No,4,No,479,Yes,Women,Pink,False
883,18,475,Yes,Green,No,No,No,4,No,479,Yes,Women,Pink,False
886,18,476,Yes,Green,No,No,No,4,No,479,Yes,Women,Pink,False
893,18,477,Yes,Green,No,No,No,4,No,479,Yes,Women,Pink,False
898,18,478,Yes,Green,No,No,No,3,No,479,No,Women,Pink,False
900,18,479,Yes,Green,No,Yes,No,4,Yes,479,No,Women,Pink,False
912,19,480,Yes,Red,No,No,No,4,No,487,Yes,Men,Grey,False
915,19,481,Yes,Red,No,No,No,4,No,487,No,Men,Grey,False
918,19,482,Yes,Red,No,No,No,4,No,487,No,Men,Grey,False
920,19,483,Yes,Red,No,Yes,No,4,No,487,No,Men,Grey,False
922,19,484,Yes,Red,No,No,No,4,No,487,No,Men,Grey,False
927,19,485,Yes,Red,No,No,No,4,No,487,Yes,Men,Grey,False
929,19,486,Yes,Red,No,No,No,4,No,487,Yes,Men,Grey,False
938,19,487,Yes,Red,No,No,No,3,Yes,487,Yes,Men,Grey,False
957,20,488,Yes,Green,No,No,No,2,No,509,Yes,Men,Red,False
962,20,489,Yes,Green,No,No,No,2,No,509,No,Men,Red,False
963,20,490,Yes,Green,No,No,No,2,No,509,Yes,Men,Red,False
964,20,491,Yes,Green,No,No,No,2,No,509,Yes,Men,Red,False
965,20,492,Yes,Green,No,No,No,2,No,509,Yes,Men,Red,False
966,20,493,Yes,Green,No,No,No,2,No,509,Yes,Men,Red,False
973,20,494,Yes,Green,No,No,No,2,No,509,Yes,Men,Red,False
975,20,495,Yes,Green,No,No,No,2,No,507,Yes,Men,Red,False
976,20,496,Yes,Green,No,No,No,2,No,509,Yes,Men,Red,False
978,20,497,Yes,Green,No,No,No,2,No,509,No,Men,Red,False
980,20,498,Yes,Green,No,No,No,2,No,509,Yes,Men,Red,False
985,20,499,Yes,Green,No,No,No,1,No,504,Yes,Men,Red,False
988,20,500,Yes,Green,No,No,No,2,No,509,Yes,Men,Red,False
991,20,501,Yes,Green,No,No,No,2,No,509,No,Men,Red,False
992,20,502,Yes,Green,No,No,No,2,No,509,Yes,Men,Red,False
999,20,503,Yes,Green,No,No,No,2,No,509,Yes,Men,Red,False
1000,20,504,Yes,Green,No,No,No,2,No,509,Yes,Men,Red,False
1001,20,505,Yes,Green,No,No,No,2,No,509,Yes,Men,Red,False
1003,20,506,Yes,Green,No,No,No,2,No,509,Yes,Men,Red,False
1005,20,507,Yes,Green,No,No,No,2,No,509,Yes,Men,Red,False
1007,20,508,Yes,Green,No,No,No,2,No,509,No,Men,Red,False
1008,20,509,Yes,Green,No,No,No,2,Yes,509,No,Men,Red,False
1031,21,510,Yes,Green,No,No,No,4,No,524,Yes,Men,Violet,False
1032,21,511,Yes,Green,No,No,No,4,No,524,Yes,Men,Violet,False
1035,21,512,Yes,Green,No,No,No,4,No,524,No,Men,Violet,False
1046,21,513,Yes,Green,No,No,No,4,No,524,Yes,Men,Violet,False
1051,21,514,Yes,Green,No,No,No,4,No,524,Yes,Men,Violet,False
1053,21,515,Yes,Green,No,No,No,4,No,524,No,Men,Violet,False
1054,21,516,Yes,Green,No,No,No,4,No,524,No,Men,Violet,False
1065,21,517,Yes,Green,No,No,No,4,No,524,Yes,Men,Violet,False
1066,21,518,Yes,Green,No,No,No,4,No,524,No,Men,Violet,False
1067,21,519,Yes,Green,No,No,No,4,No,524,No,Men,Violet,False
1068,21,520,Yes,Green,No,No,No,4,No,524,No,Men,Violet,False
1071,21,522,Yes,Green,No,No,No,4,No,524,No,Men,Violet,False
1080,21,523,Yes,Green,No,No,No,4,No,524,No,Men,Violet,False
1081,21,524,Yes,Green,No,No,No,4,Yes,524,Yes,Men,Violet,False
1101,22,525,Yes,Red,No,No,No,2,No,547,Yes,Men,Grey,False
1103,22,526,Yes,Red,No,No,No,2,No,547,No,Men,Grey,False
1110,22,527,Yes,Red,No,No,No,2,No,547,Yes,Men,Grey,False
1114,22,528,Yes,Red,No,No,No,2,No,547,Yes,Men,Grey,False
1115,22,529,Yes,Red,No,No,No,2,No,547,Yes,Men,Grey,False
1116,22,530,Yes,Red,No,No,No,2,No,547,Yes,Men,Grey,False
1120,22,531,Yes,Red,No,No,No,2,No,547,No,Men,Grey,False
1121,22,532,Yes,Red,No,No,No,2,No,547,No,Men,Grey,False
1122,22,533,Yes,Red,No,No,No,2,No,547,Yes,Men,Grey,False
1128,22,534,Yes,Red,No,No,No,2,No,547,Yes,Men,Grey,False
1134,22,535,Yes,Red,No,No,No,2,No,547,Yes,Men,Grey,False
1136,22,536,Yes,Red,No,No,No,2,No,547,No,Men,Grey,False
1140,22,537,Yes,Red,No,No,No,2,No,547,Yes,Men,Grey,False
1141,22,538,Yes,Red,No,No,No,2,No,547,Yes,Men,Grey,False
1143,22,539,Yes,Red,No,No,No,2,No,547,No,Men,Grey,False
1144,22,540,Yes,Red,No,No,No,2,No,547,Yes,Men,Grey,False
1149,22,541,Yes,Red,No,No,No,2,No,547,Yes,Men,Grey,False
1151,22,542,Yes,Red,No,No,No,2,No,547,Yes,Men,Grey,False
1152,22,543,Yes,Red,No,No,No,2,No,547,No,Men,Grey,False
1155,22,544,Yes,Red,No,No,No,2,No,547,Yes,Men,Grey,False
1157,22,545,Yes,Red,No,No,No,2,No,547,No,Men,Grey,False
1160,22,546,Yes,Red,No,No,No,2,No,547,Yes,Men,Grey,False
1162,22,547,Yes,Red,No,No,No,2,Yes,547,Yes,Men,Grey,False
690,16,548,Yes,Green,No,No,No,4,No,562,No,Mix,Red,True
699,16,549,Yes,Green,No,No,No,4,No,562,Yes,Mix,Red,True
700,16,550,Yes,Green,No,No,No,4,No,562,No,Mix,Red,True
701,16,551,Yes,Green,No,No,No,4,No,562,Yes,Mix,Red,True
704,16,552,Yes,Green,No,Yes,No,4,No,562,No,Mix,Red,True
707,16,553,Yes,Green,No,No,No,4,No,562,No,Mix,Red,True
710,16,554,Yes,Green,No,No,No,3,No,562,No,Mix,Red,True
716,16,555,Yes,Green,No,No,No,4,No,562,Yes,Mix,Red,True
722,16,556,Yes,Green,No,No,No,4,No,562,Yes,Mix,Red,True
725,16,557,Yes,Green,No,No,No,4,No,562,Yes,Mix,Red,True
731,16,558,Yes,Green,No,No,No,4,No,562,Yes,Mix,Red,True
736,16,559,Yes,Green,No,No,No,4,No,562,No,Mix,Pink,True
737,16,560,Yes,Green,No,No,No,4,No,562,No,Mix,Red,True
741,16,561,Yes,Green,No,No,No,4,No,562,Yes,Mix,Red,True
745,16,562,Yes,Green,No,No,No,4,Yes,562,No,Mix,Red,True
775,17,563,Yes,Red,No,No,No,4,No,583,Yes,Men,Grey,False
776,17,564,Yes,Red,No,No,No,4,No,583,Yes,Men,Grey,False
780,17,565,Yes,Red,No,No,No,4,No,583,Yes,Men,Grey,False
785,17,566,Yes,Red,No,No,No,4,No,583,Yes,Men,Grey,False
788,17,567,Yes,Red,No,No,No,4,No,583,Yes,Men,Grey,False
793,17,568,Yes,Red,No,No,No,4,No,583,Yes,Men,Grey,False
796,17,569,Yes,Red,No,No,No,4,No,583,Yes,Men,Grey,False
800,17,570,Yes,Red,No,No,No,1,No,583,Yes,Men,Grey,False
801,17,571,Yes,Red,No,No,No,4,No,583,Yes,Men,Grey,False
804,17,572,Yes,Red,No,No,No,4,No,583,Yes,Men,Grey,False
806,17,573,Yes,Red,No,Yes,No,4,No,583,Yes,Men,Grey,False
809,17,574,Yes,Red,No,No,No,4,No,583,Yes,Men,Grey,False
810,17,575,Yes,Red,No,No,No,2,No,583,Yes,Men,Grey,False
813,17,576,Yes,Red,No,No,No,4,No,583,Yes,Men,Grey,False
816,17,577,Yes,Red,No,No,No,4,No,583,Yes,Men,Grey,False
821,17,578,Yes,Red,No,No,No,4,No,583,Yes,Men,Grey,False
822,17,579,Yes,Red,No,No,No,4,No,583,Yes,Men,Grey,False
823,17,580,Yes,Red,No,No,No,4,No,583,Yes,Men,Grey,False
825,17,581,Yes,Red,No,No,No,4,No,583,Yes,Men,Grey,False
827,17,582,Yes,Red,No,No,No,4,No,583,Yes,Men,Grey,False
829,17,583,Yes,Red,No,Yes,No,4,Yes,583,Yes,Men,Grey,False
1070,21,584,Yes,Green,No,No,No,4,No,524,Yes,Men,Violet,False
